_id,author,date,section,sub_title,text,title,url 
,247  ,05/04/2019 12:15:00,poder,"O presidente Jair Bolsonaro afirmou que o regime de capitalização, um dos pilares da proposta de reforma da Previdência idealizada pelo ministro da Economia, Paulo Guedes, poderá ser retirado do texto encaminhado ao Congresso dependendo da ""reação"" do Poder Legislativo. ""Se tiver reação grande, tira da proposta. Alguma coisa vai tirar, tenho consciência disso"", disse; Bolsonaro disse também que não entende de economia e que foram os economistas os responsáveis por ""afundar o Brasil"""," O presidente Jair Bolsonaro afirmou que o regime de capitalização, um dos pilares da proposta de reforma da Previdência idealizada pelo ministro da Economia, Paulo Guedes, poderá ser retirado do texto encaminhado ao Congresso dependendo da ""reação"" do Poder Legislativo. ""Se tiver reação grande, tira da proposta. Alguma coisa vai tirar, tenho consciência disso"", disse Bolsonaro durante um café da manhã com jornalistas em Brasília, nesta sexta-feira (5). O fim do atual regime de repartição, no qual há contribuição de trabalhadores, das empresas e do Estado, para o de capitalização, onde apenas o trabalhador adere a um plano privado de maneira a criar uma espécie de poupança, foi defendido pelo ministro da Economia, Paulo Guedes, nesta última quarta-feira (3), durante audiência na Comissão de Constituição e Justiça (CCJ) da Câmara. Segundo ele, o modelo de capitalização segue ""princípios saudáveis"". No encontro com jornalistas, Bolsonaro disse também que não entende de economia e que foram os economistas os responsáveis por ""afundar o Brasil"". ""Minha sugestão é evitar mais dispositivos na PEC. Teto e tempo de serviço são mais importantes, o resto é depois"", disse Bolsonaro.  ","
Bolsonaro admite: pressão derrota capitalização na Previdência
",https://www.brasil247.com/pt/247/poder/389294/Bolsonaro-admite-press%C3%A3o-derrota-capitaliza%C3%A7%C3%A3o-na-Previd%C3%AAncia.htm
,247  ,05/04/2019 07:19:00,poder,"Fotografia oficial distribuída pelo Palácio do Planalto em que ACM Neto, prefeito de Salvador presidente do DEM, aparece com um enorme sorriso abraçado a Bolsonaro depois de reunião nesta quinta virou piada no grupo de dirigentes partidários; ""É cara de quem tem três ministérios e caminha para fechar o quarto"", brincou um aliado; o DEM é o partido com mais ministros do governo Bolsonaro -três, com chance de emplacarem mais um; mais que o Democratas, só o ""partido das Forças Armadas"", com oito"," Fotografia oficial distribuída pelo Palácio do Planalto em que ACM Neto, prefeito de Salvador e presidente do DEM, aparece com um enorme sorriso abraçado a Bolsonaro depois de reunião nesta quinta (4) virou piada no grupo de dirigentes partidários. ""É cara de quem tem três ministérios e caminha para fechar o quarto"", brincou um aliado, segundo a coluna  Painel , da Folha de S.Paulo. O DEM é o partido com mais ministros do governo Bolsonaro -três, com chance de emplacarem mais um. Mais que o Democratas, só o ""partido das Forças Armadas"", com oito.   Mas as aparências podem enganar. Segundo a jornalista Daniela Lima, o clima na direção do DEM não é de entusiasmo e alegria: ""Eles dizem que, no cotidiano do Congresso, o ânimo da bancada com as atitudes de Bolsonaro e do PSL é outro"". ""A postagem em que Carlos Bolsonaro menciona um 'sistema corrupto' que tentar sujar seu pai —feita logo após as primeiras reuniões— e a entrevista ao Estado de S. Paulo em que o líder do PSL, delegado Waldir (GO), atacou o presidente da Câmara, Rodrigo Maia (DEM-RJ), foram usadas como símbolos de que o Planalto é inconfiável"", informou a colunista.","
A foto que virou piada: alegria ‘de quem tem três ministérios’
",https://www.brasil247.com/pt/247/poder/389266/A-foto-que-virou-piada-alegria-%E2%80%98de-quem-tem-tr%C3%AAs-minist%C3%A9rios%E2%80%99.htm
,247 ,04/04/2019 20:49:00,poder,"Preso há quase um ano, vítima de uma perseguição judicial que tem como objetivo interditar sua figura política, ex-presidente Lula recebeu a visita do jornalista Juca Kfouri e do procurador aposentado de Justiça do Ministério Público do Rio de Janeiro, Afrânio Jardim; “Prefiro ser um preso digno do que ser um solto rato”, disse ao jornalista","  O ex-presidente Luiz Inácio Lula da Silva mandou um recado nesta quinta-feira (4). “Prefiro ser um preso digno do que ser um solto rato”, disse ao jornalista Juca Kfouri, que o visitou na prisão. Lula está preso há quase um ano, vítima de uma perseguição judicial que tem como objetivo interditar sua figura política. Hoje, o ex-presidente recebeu além de Kfouri, o procurador aposentado de Justiça do Ministério Público do Rio de Janeiro, Afrânio Jardim. O ex-procurador questionou o processo e a prisão de Lula, que classificou como “brutalidade”.","
Lula: prefiro ser um preso digno do que um solto rato
",https://www.brasil247.com/pt/247/poder/389248/Lula-prefiro-ser-um-preso-digno-do-que-um-solto-rato.htm
,247  ,03/04/2019 14:34:00,poder,"Em vez de considerar uma honra e um privilégio ter sido eleito para presidir o Brasil, Jair Bolsonaro disse na manhã desta quarta, antes de embarcar de volta a Brasília após quatro dias de viagem oficial a Israel, que a Presidência é um ""abacaxi"" e que ""graças a Deus"" ficará por pouco tempo; Bolsonaro disse que está apenas ""tocando o barco""; declaração de Bolsonaro é no mesmo espírito da proferida pelo ministro da Educação, Ricardo Vélez Rodriguez, de que a pasta da qual é responsável também é um ""abacaxi"""," Em vez de considerar uma honra e um privilégio ter sido eleito para presidir o Brasil, Jair Bolsonaro disse na manhã desta quarta-feira (3) que a Presidência é um ""abacaxi"" e que ""graças a Deus"" ficará por pouco tempo. Bolsonaro disse, ainda, que está apenas ""tocando o barco"". A declaração de Bolsonaro é no mesmo espírito da proferida pelo ministro  da Educação, Ricardo Vélez Rodriguez, de que a pasta da qual é responsável também é um ""abacaxi"" (leia no  Brasil 247 ) ""Imagina ficar o tempo todo com esse abacaxi"", disse Bolsonaro pouco antes de retornar da viagem oficial a Israel. ""Com esse abacaxi, não, com essa quantidade de problemas nas costas. A gente vai tocando o barco"", disse em seguida visando minimizar o teor da declaração anterior. A afirmação sobre a Presidência da República ser um ""abacaxi"" foi feita após repórteres questionarem se a visita a Israel tinha alguma relação com a tentativa de reeleição do primeiro-ministro israelense, Benjamin Netanyahu. ""De jeito nenhum, sou maior de idade, sexagenário"", respondeu. ""Tenho uma grande afinidade com ele. É paraquedista como eu, é capitão também"", completou em seguida. ""Sabemos que Netanael é passageiro, daqui a pouco muda. Eu também sou passageiro no Brasil. Graças a Deus, né? Imagina ficar o tempo todo com esse abacaxi"", disse pouco antes de tentar corrigir a declaração. Bolsonaro também tentou minimizar o estrago feito em relação a decisão de abrir um escritório de negócios Brasil em Jerusalém, ao contrário da promessa de campanha desseguir o exemplo dos EUA e transferir a embaixada do Brasil de Tel Aviv para Jerusalém. O qe desagradou os países árabes e ameaça bilhões de dólares em exportações. ""Não estamos no Brasil, eu, na minha situação, de procurar encrenca com ninguém. Eu quero é solução, todos aqueles que puderem fazer negócio conosco, da minha parte, vai ter todo carinho e consideração, mas tem que respeitar o Estado de Israel"", disse. ""Respeito o povo palestino. Não posso concordar com grupos terroristas, aí complica. Se não iria contra a minha biografia, que combati esse pessoal da esquerdalha desde 70"", completou em referência ao Hamas, organização palestina que controla a Faixa de Gaza.  ","
Para Bolsonaro, presidir o Brasil é um 'abacaxi'
",https://www.brasil247.com/pt/247/poder/389086/Para-Bolsonaro-presidir-o-Brasil-%C3%A9-um-'abacaxi'.htm
,Reuters,04/04/2019 11:32:00,poder,"O PSD não fará parte da base do governo e manterá sua independência, sem fechar questão a favor da reforma da Previdência, apesar de apoiar a medida, disse o presidente do partido, Gilberto Kassab, ao sair de reunião com o presidente Jair Bolsonaro; ""O partido tem uma posição muito clara com a sua independência em relação ao governo, essa posição continuará"", afirmou","  - O PSD não fará parte da base do governo e manterá sua independência, sem fechar questão a favor da reforma da Previdência, apesar de apoiar a medida, disse nesta quinta-feira o presidente do partido, Gilberto Kassab, ao sair de reunião com o presidente Jair Bolsonaro. ""O partido tem uma posição muito clara com a sua independência em relação ao governo, essa posição continuará"", disse o ex-ministro a jornalistas após o encontro no Palácio do Planalto. Segundo Kassab, Bolsonaro não ofereceu cargos em troca de apoio no Congresso, o que ""seria até uma agressão"", afirmou. O presidente do PSD disse ainda que as reformas, especialmente a da Previdência e a tributária, fazem parte do programa do partido, mas que também é tradição do PSD não fechar questão em nenhuma votação para não tolher as posições pessoais dos parlamentares. Reportagem de Lisandra Paraguassu","
Após reunião com Bolsonaro, PSD diz apoiar reforma, mas libera voto de parlamentares
",https://www.brasil247.com/pt/247/poder/389183/Ap%C3%B3s-reuni%C3%A3o-com-Bolsonaro-PSD-diz-apoiar-reforma-mas-libera-voto-de-parlamentares.htm
,247 ,05/04/2019 16:22:00,brasilia,"O ministro da Educação, Ricardo Vélez Rodriguez, cuja demissão foi anunciada para a próxima segunda-feira, 8, pelo presidente Jair Bolsonaro, disse que não irá entregar o cargo; ""Não pretendo entregar o cargo"", disse Vélez, durante evento em Campos do Jordão nesta sexta-feira, 5; ele negou ter sido procurado por Bolsonaro para tratar de sua eventual demissão e questionado se considerava sua situação no MEC como insustentável, o ministro respondeu que ""a única coisa insustentável é a morte""","  O ministro da Educação, Ricardo Vélez Rodriguez, cuja demissão foi anunciada para a próxima segunda-feira, 8, pelo presidente Jair Bolsonaro, disse que não irá entregar o cargo.  ""Não pretendo entregar o cargo"", disse Vélez, durante evento em Campos do Jordão nesta sexta-feira, 5. Ele negou ter sido procurado por Bolsonaro para tratar de sua eventual demissão. Questionado se considerava sua situação no MEC como insustentável, o ministro respondeu que ""a única coisa insustentável é a morte."" Durante um café da manhã com jornalistas na manhã de hoje, o presidente disse que decidirá sobre o comando do MEC na próxima segunda-feira. ""Está bastante claro que não está dando certo. Ele é bacana e honesto, mas está faltando gestão, que é coisa importantíssima"", diz o presidente. Indicado pelo guru do bolsonarismo, Olavo de Carvalho, Vélez Rodriguez já protagonizou insultos à população brasileira, quando chamou os brasileiros de ladrões, e defendeu mudança nos conteúdos didáticos de História, porque segundo ele ""não houve Golpe Militar em 1964"". ","
Fritado por Bolsonaro, Vélez diz que não irá entregar o cargo
",https://www.brasil247.com/pt/247/brasilia/389319/Fritado-por-Bolsonaro-V%C3%A9lez-diz-que-n%C3%A3o-ir%C3%A1-entregar-o-cargo.htm
,247,03/04/2019 19:19:00,brasilia,"""Vocês não tem que virar para um ministro e perguntar por que não cortou a aposentadoria dos militares. Cortem vocês, vocês não tem coragem para isso?"", questionou o ministro da Economia nesta quarta-feira 3 durante sessão da Comissão de Constituição e Justiça (CCJ) da Câmara","  - O ministro da Economia, Paulo Guedes, desafiou os deputados federais nesta quarta-feira 3 a fazerem eles próprios uma reforma da Previdência para os militares. Questionado sobre por que o governo não mexeria na reforma das Forças Armadas, ele respondeu com a indagação: ""Vocês não tem que virar para um ministro e perguntar por que não cortou a aposentadoria dos militares. Cortem vocês, vocês não tem coragem para isso?"". Guedes foi à Comissão de Constituição e Justiça (CCJ) da Câmara dos Deputados tentar justificar a reforma do governo Bolsonaro, mas foi encurralado pelos parlamentares. Antes, o deputado Ivan Valente (PSOL-SP) havia dito ao ministro: ""83% do tal 1 trilhão será pago pelos mais pobres. É mentira que terá combate aos privilégios, vocês arregaram com os militares. Quem vai pagar a conta é o trabalhador de 1,2,3 salários mínimos"".","
Paulo Guedes aos deputados: cortem vocês as aposentadorias dos militares
",https://www.brasil247.com/pt/247/brasilia/389122/Paulo-Guedes-aos-deputados-cortem-voc%C3%AAs-as-aposentadorias-dos-militares.htm
,247  ,05/04/2019 11:06:00,poder,"Presidente Jair Bolsonaro sinalizou que o ministro da Educação, Ricardo Vélez Rodriguez, poderá ser demitido no início da próxima semana; ""Na segunda, vamos resolver a situação do MEC"", afirmou; ""Está bem claro que não está dando certo, falta gestão. Vamos tirar a aliança da mão esquerda e pôr na direita"", completou; ao tomar conhecimento das declarações de Bolsonaro, Vélez reagiu: ""Não vou entregar o cargo, não fui informado"""," O presidente Jair Bolsonaro sinalizou que o ministro da Educação, Ricardo Vélez Rodrigues, poderá ser demitido no início da próxima semana. ""Na segunda, vamos resolver a situação do MEC"", afirmou Bolsonaro durante um café da manhã com jornalistas em Brasília nesta sexta-feira (5). ""Está bem claro que não está dando certo, falta gestão. Vamos tirar a aliança da mão esquerda e pôr na direita"", completou. Ao tomar conhecimento das declarações de Bolsonaro, Vélez reagiu: ""Não vou entregar o cargo, não fui informado"", afirmou. ""Única coisa insustentável é a morte"", emendou em seguida. A declaração sobre a ""falta de gestão"" se deve às constantes crises no MEC, que já resultaram em mais de 15 demissões, recuos frequentes e uma série de decisões polêmicas que desagradaram até mesmo os militares que integram o governo. Há cerca de uma semana, Bolsonaro sinalizou que poderia promover mudanças a cúpula do MEC ao nomear para a secretária-executivo da pasta segundo cargo mais importante na hierarquia do ministério tenente brigadeiro Ricardo Machado Vieira. Machado já ocupou o cargo de Secretário de Pessoal, Ensino, Saúde e Desporto do Ministério da Defesa e foi chefe do Estado-Maior da Aeronáutica (leia no  Brasil 247 ).","
Bolsonaro diz que demite Vélez na segunda
",https://www.brasil247.com/pt/247/poder/389290/Bolsonaro-diz-que-demite-V%C3%A9lez-na-segunda.htm
,Reuters,05/04/2019 15:10:00,poder,"Presidente Jair Bolsonaro comemorou o aumento na confiança da população na Presidência da República demonstrada na pesquisa do mercado financeiro XP/Ipespe, mas não comentou a oscilação para baixo na avaliação positiva do governo, cuja avaliação ótima ou boa oscilou de 37%, em março, para 35%; ""A Presidência da República ficou em quarto lugar, com 45 por cento. Um sinal de que estamos no caminho certo. O povo é que tem de dizer para onde iremos, não o contrário"", afirmou","  - O presidente Jair Bolsonaro comemorou o aumento na confiança da população na Presidência da República, mostrada nessa sexta-feira pela pesquisa XP/Ipespe, mas não comentou a oscilação para baixo na avaliação positiva do governo. Em discurso durante cerimônia de cumprimentos aos Oficiais-Generais recém-promovidos, Bolsonaro afirmou que a pesquisa mostra que o governo está ""no caminho certo"", mas não falou sobre o desempenho de seu governo, cuja avaliação ótima ou boa oscilou de 37 por cento, em março, para 35 por cento, agora. A margem de erro da pesquisa é de 3,2 pontos percentuais. Depois de dizer que era uma honra estar à frente das Forças Armadas, Bolsonaro comentou o resultado da pesquisa, que as colocam em primeiro lugar, com 66 por cento de confiança da população. ""A Presidência da República ficou em quarto lugar, com 45 por cento. Um sinal de que estamos no caminho certo. O povo é que tem de dizer para onde iremos, não o contrário"", afirmou. ""As pesquisas no momento não são eleitorais, então são confiáveis e demonstram o trabalho de cada um dos senhores."" De acordo com a pesquisa, a Igreja Católica, com confiança de 56 por cento, e a Organização das Nações Unidas (ONU), com 50 por cento, aparecem depois das Forças Armadas e à frente da Presidência da República. Na comparação com levantamento feito em dezembro de 2018, a Presidência da República foi a única instituição cuja confiança aumentou —era de 36 por cento no final do ano passado. A maior parte das instituições teve queda de confiança, ainda que dentro da margem de erro da pesquisa, enquanto Senado e Igrejas Evangélicas mantiveram o mesmo patamar. Na avaliação de governo, a pesquisa mostra também uma oscilação para cima, de 24 para 26 por cento, dos que avaliam o governo como ruim ou péssimo. O percentual de entrevistados que considera o governo regular se manteve em 32 por cento. A expectativa em relação ao restante do governo também piorou. O percentual de entrevistados que espera um governo bom ou ótimo passou de 54 para 50 por cento e os que esperam que seja ruim ou péssimo foi de 20 para 23 por cento. Foram entrevistadas 1.000 pessoas para a pesquisa, entre os dias 1 e 3 de abril. Leia mais sore o assunto no  Brasil 247 . ","
Bolsonaro ignora dados de pesquisa que indicam queda na avaliação do governo
",https://www.brasil247.com/pt/247/poder/389307/Bolsonaro-ignora-dados-de-pesquisa-que-indicam-queda-na-avalia%C3%A7%C3%A3o-do-governo.htm
,247 ,03/04/2019 21:15:00,brasilia,"A audiência sobre a reforma da Previdência na CCJ da Câmara foi encerrada nesta quarta-feira, 3, depois que o deputado Zeca Dirceu (PT-PR)  afirmou que o ministro Paulo Guedes age como ""tigrão"" em relação a aposentados, idosos e pessoas com deficiência, mas como ""tchutchuca"" em relação à ""turma mais privilegiada do nosso país""; fora do microfone, Paulo Guedes se dirigiu a Zeca Dirceu e respondeu: ""Você não falte com o respeito comigo. Tchutchuca é a mãe, tchutchuca é a vó""; fiasco de Guedes na Câmara fez a bolsa cair e o dólar subir ","  Uma discussão entre o ministro da Economia, Paulo Guedes, e o deputado Zeca Dirceu (PT-PR) levou ao encerramento, na noite desta quarta-feira (3), da audiência na Comissão de Constituição e Justiça da Câmara sobre a proposta de reforma da Previdência. A audiência foi encerrada após mais de seis horas de duração, depois que Zeca Dirceu afirmou que o ministro age como ""tigrão"" em relação a aposentados, idosos e pessoas com deficiência, mas como ""tchutchuca"" em relação à ""turma mais privilegiada do nosso país"". Fora do microfone, Paulo Guedes se dirigiu a Zeca Dirceu e respondeu: ""Você não falte com o respeito comigo. Tchutchuca é a mãe, tchutchuca é a vó"". Inscreva-se na TV 247  e assista à fala de Zeca Dirceu:   Assista também à reposta de Paulo Guedes:    Hahahahha...parabéns Paulo Guedes  pic.twitter.com/7rV0xMUpn8 
 
     ","
Guedes dá vexame e foge da Câmara: tchutchuca é a mãe
",https://www.brasil247.com/pt/247/brasilia/389133/Guedes-d%C3%A1-vexame-e-foge-da-C%C3%A2mara-tchutchuca-%C3%A9-a-m%C3%A3e.htm
,247,04/04/2019 08:42:00,brasilia,"""O DESgoverno de Jair Bolsonaro ao atacar o programa Mais Médicos e os médicos cubanos prejudicou e segue prejudicando MILHÕES de ","  - A deputada federal Erika Kokay (PT-DF) criticou o governo Jair Bolsonaro depois que 1.052 brasileiros desistiram de continuar no programa Mais Médicos entre dezembro de 2018 e janeiro deste ano.  ""O DESgoverno de @jairbolsonaro ao atacar o programa Mais Médicos e os médicos cubanos prejudicou e segue prejudicando MILHÕES de  [email protected] ! Desumano e incompetente!"", escreveu a parlamentar no Twitter. De acordo com reportagem do  jornal Folha de S.Paulo , cerca de 15% dos médicos brasileiros que entraram no Mais Médicos após a saída dos cubanos desistiram de participar do programa nos primeiros três meses. O DESgoverno de  @jairbolsonaro ao atacar o programa Mais Médicos e os médicos cubanos prejudicou e segue prejudicando MILHÕES de  [email protected] ! Desumano e incompetente!  https://t.co/P5PQqtQku1   pic.twitter.com/bvGRdpaEJ4","
Bolsonaro é desumano e incompetente, diz Erika após desistências no Mais Médicos
",https://www.brasil247.com/pt/247/brasilia/389153/Bolsonaro-%C3%A9-desumano-e-incompetente-diz-Erika-ap%C3%B3s-desist%C3%AAncias-no-Mais-M%C3%A9dicos.htm
